	player	unique_id	year_start	year_finish	position	link	injuries_found
101	Reinhard Divis	divisre01	2002	2006	G	https://www.hockey-reference.com/players/d/divisre01.html	0.0
102	Louis Domingue	dominlo01	2015	2020	G	https://www.hockey-reference.com/players/d/dominlo01.html	9.0
103	Rob Dopson	dopsoro01	1994	1994	G	https://www.hockey-reference.com/players/d/dopsoro01.html	0.0
104	Tom Draper	drapeto01	1989	1996	G	https://www.hockey-reference.com/players/d/drapeto01.html	0.0
105	Chris Driedger	driedch01	2015	2020	G	https://www.hockey-reference.com/players/d/driedch01.html	3.0
106	Wade Dubielewicz	dubiewa01	2004	2010	G	https://www.hockey-reference.com/players/d/dubiewa01.html	0.0
107	Devan Dubnyk	dubnyde01	2010	2020	G	https://www.hockey-reference.com/players/d/dubnyde01.html	16.0
108	Jeremy Duchesne	ducheje01	2010	2010	G	https://www.hockey-reference.com/players/d/ducheje01.html	0.0
109	Parris Duffus	duffupa01	1997	1997	G	https://www.hockey-reference.com/players/d/duffupa01.html	0.0
110	Mike Dunham	dunhami01	1997	2007	G	https://www.hockey-reference.com/players/d/dunhami01.html	9.0
111	Brian Eklund	eklunbr01	2006	2006	G	https://www.hockey-reference.com/players/e/eklunbr01.html	0.0
112	Brian Elliott	elliobr01	2008	2020	G	https://www.hockey-reference.com/players/e/elliobr01.html	19.0
113	Dan Ellis	ellisda01	2004	2015	G	https://www.hockey-reference.com/players/e/ellisda01.html	11.0
114	Ray Emery	emeryra01	2003	2015	G	https://www.hockey-reference.com/players/e/emeryra01.html	26.0
115	Jhonas Enroth	enrotjh01	2010	2017	G	https://www.hockey-reference.com/players/e/enrotjh01.html	1.0
116	Chad Erickson	erickch01	1992	1992	G	https://www.hockey-reference.com/players/e/erickch01.html	0.0
117	Joacim Eriksson	eriksjo01	2014	2014	G	https://www.hockey-reference.com/players/e/eriksjo01.html	0.0
118	Erik Ersberg	ersbeer01	2008	2010	G	https://www.hockey-reference.com/players/e/ersbeer01.html	7.0
119	Robert Esche	eschero01	1999	2007	G	https://www.hockey-reference.com/players/e/eschero01.html	13.0
120	Bob Essensa	essenbo01	1989	2002	G	https://www.hockey-reference.com/players/e/essenbo01.html	0.0
121	Randy Exelby	exelbra01	1989	1990	G	https://www.hockey-reference.com/players/e/exelbra01.html	0.0
122	Scott Fankhouser	fankhsc01	2000	2001	G	https://www.hockey-reference.com/players/f/fankhsc01.html	0.0
123	Viktor Fasth	fasthvi01	2013	2015	G	https://www.hockey-reference.com/players/f/fasthvi01.html	16.0
124	Dylan Ferguson	fergudy01	2018	2018	G	https://www.hockey-reference.com/players/f/fergudy01.html	0.0
125	Manny Fernandez	fernama01	1995	2009	G	https://www.hockey-reference.com/players/f/fernama01.html	14.0
126	Eric Fichaud	fichaer01	1996	2001	G	https://www.hockey-reference.com/players/f/fichaer01.html	0.0
127	Brian Finley	finlebr01	2003	2007	G	https://www.hockey-reference.com/players/f/finlebr01.html	2.0
128	Stephane Fiset	fisetst01	1990	2002	G	https://www.hockey-reference.com/players/f/fisetst01.html	12.0
129	Mark Fitzpatrick	fitzpma01	1989	2000	G	https://www.hockey-reference.com/players/f/fitzpma01.html	0.0
130	Wade Flaherty	flahewa01	1992	2003	G	https://www.hockey-reference.com/players/f/flahewa01.html	0.0
131	Marc-Andre Fleury	fleurma01	2004	2020	G	https://www.hockey-reference.com/players/f/fleurma01.html	26.0
132	Anton Forsberg	forsban01	2015	2020	G	https://www.hockey-reference.com/players/f/forsban01.html	3.0
133	Brian Foster	fostebr01	2012	2012	G	https://www.hockey-reference.com/players/f/fostebr01.html	0.0
134	Norm Foster	fosteno01	1991	1992	G	https://www.hockey-reference.com/players/f/fosteno01.html	0.0
135	Scott Foster	fostesc01	2018	2018	G	https://www.hockey-reference.com/players/f/fostesc01.html	0.0
136	Mike Fountain	fountmi01	1997	2001	G	https://www.hockey-reference.com/players/f/fountmi01.html	0.0
137	Pavel Francouz	francpa01	2019	2020	G	https://www.hockey-reference.com/players/f/francpa01.html	3.0
138	Jeff Frazee	frazeje01	2013	2013	G	https://www.hockey-reference.com/players/f/frazeje01.html	0.0
139	Bob Froese	froesbo01	1983	1990	G	https://www.hockey-reference.com/players/f/froesbo01.html	0.0
140	Grant Fuhr	fuhrgr01	1982	2000	G	https://www.hockey-reference.com/players/f/fuhrgr01.html	1.0
141	Yutaka Fukufuji	fukufyu01	2007	2007	G	https://www.hockey-reference.com/players/f/fukufyu01.html	0.0
142	Kaden Fulcher	fulchka01	2019	2019	G	https://www.hockey-reference.com/players/f/fulchka01.html	0.0
143	Joaquin Gage	gagejo02	1995	2001	G	https://www.hockey-reference.com/players/g/gagejo02.html	0.0
144	Dave Gagnon	gagnoda01	1991	1991	G	https://www.hockey-reference.com/players/g/gagnoda01.html	0.0
145	Troy Gamble	gambltr01	1987	1992	G	https://www.hockey-reference.com/players/g/gambltr01.html	1.0
146	Tyrone Garner	garnety01	1999	1999	G	https://www.hockey-reference.com/players/g/garnety01.html	0.0
147	Michael Garnett	garnemi01	2006	2006	G	https://www.hockey-reference.com/players/g/garnemi01.html	0.0
148	Mathieu Garon	garonma01	2001	2013	G	https://www.hockey-reference.com/players/g/garonma01.html	13.0
149	Sean Gauthier	gauthse01	1999	1999	G	https://www.hockey-reference.com/players/g/gauthse01.html	0.0
150	Alexandar Georgiev	georgal01	2018	2020	G	https://www.hockey-reference.com/players/g/georgal01.html	2.0
151	Martin Gerber	gerbema01	2003	2011	G	https://www.hockey-reference.com/players/g/gerbema01.html	5.0
152	Christopher Gibson	gibsoch01	2016	2019	G	https://www.hockey-reference.com/players/g/gibsoch01.html	0.0
153	John Gibson	gibsojo02	2014	2020	G	https://www.hockey-reference.com/players/g/gibsojo02.html	30.0
154	Jean-Sebastien Giguere	gigueje01	1997	2014	G	https://www.hockey-reference.com/players/g/gigueje01.html	37.0
155	Jon Gillies	gillijo01	2017	2018	G	https://www.hockey-reference.com/players/g/gillijo01.html	0.0
156	Jeff Glass	glassje01	2018	2018	G	https://www.hockey-reference.com/players/g/glassje01.html	0.0
157	Scott Gordon	gordosc01	1990	1991	G	https://www.hockey-reference.com/players/g/gordosc01.html	0.0
158	Mario Gosselin	gossema01	1984	1994	G	https://www.hockey-reference.com/players/g/gossema01.html	1.0
159	David Goverde	goverda01	1992	1994	G	https://www.hockey-reference.com/players/g/goverda01.html	0.0
160	John Grahame	grahajo01	2000	2008	G	https://www.hockey-reference.com/players/g/grahajo01.html	0.0
161	Mike Greenlay	greenmi01	1990	1990	G	https://www.hockey-reference.com/players/g/greenmi01.html	0.0
162	Thomas Greiss	greisth01	2008	2020	G	https://www.hockey-reference.com/players/g/greisth01.html	9.0
163	Troy Grosenick	grosetr01	2015	2015	G	https://www.hockey-reference.com/players/g/grosetr01.html	2.0
164	Philipp Grubauer	grubaph01	2013	2020	G	https://www.hockey-reference.com/players/g/grubaph01.html	11.0
165	Kristers Gudlevskis	gudlekr01	2014	2017	G	https://www.hockey-reference.com/players/g/gudlekr01.html	0.0
166	Steve Guenette	guenest01	1987	1991	G	https://www.hockey-reference.com/players/g/guenest01.html	0.0
167	Derek Gustafson	gustade01	2001	2002	G	https://www.hockey-reference.com/players/g/gustade01.html	0.0
168	Jonas Gustavsson	gustajo01	2010	2017	G	https://www.hockey-reference.com/players/g/gustajo01.html	35.0
169	Jeff Hackett	hackeje01	1989	2004	G	https://www.hockey-reference.com/players/h/hackeje01.html	5.0
170	Matt Hackett	hackema01	2012	2015	G	https://www.hockey-reference.com/players/h/hackema01.html	5.0
171	Jaroslav Halak	halakja01	2007	2020	G	https://www.hockey-reference.com/players/h/halakja01.html	33.0
172	Brandon Halverson	halvebr01	2018	2018	G	https://www.hockey-reference.com/players/h/halvebr01.html	0.0
173	Andrew Hammond	hammoan01	2014	2018	G	https://www.hockey-reference.com/players/h/hammoan01.html	15.0
174	Glen Hanlon	hanlogl01	1978	1991	G	https://www.hockey-reference.com/players/h/hanlogl01.html	0.0
175	Josh Harding	hardijo01	2006	2014	G	https://www.hockey-reference.com/players/h/hardijo01.html	32.0
176	Carter Hart	hartca01	2019	2020	G	https://www.hockey-reference.com/players/h/hartca01.html	5.0
177	Dominik Hasek	hasekdo01	1991	2008	G	https://www.hockey-reference.com/players/h/hasekdo01.html	14.0
178	Adam Hauser	hausead01	2006	2006	G	https://www.hockey-reference.com/players/h/hausead01.html	0.0
179	Brian Hayward	haywabr01	1983	1993	G	https://www.hockey-reference.com/players/h/haywabr01.html	2.0
180	Glenn Healy	healygl01	1986	2001	G	https://www.hockey-reference.com/players/h/healygl01.html	0.0
181	Guy Hebert	hebergu01	1992	2001	G	https://www.hockey-reference.com/players/h/hebergu01.html	0.0
182	Johan Hedberg	hedbejo01	2001	2013	G	https://www.hockey-reference.com/players/h/hedbejo01.html	4.0
183	Cal Heeter	heeteca01	2014	2014	G	https://www.hockey-reference.com/players/h/heeteca01.html	0.0
184	Riku Helenius	helenri01	2009	2009	G	https://www.hockey-reference.com/players/h/helenri01.html	0.0
185	Magnus Hellberg	hellbma01	2014	2017	G	https://www.hockey-reference.com/players/h/hellbma01.html	0.0
186	Connor Hellebuyck	helleco01	2016	2020	G	https://www.hockey-reference.com/players/h/helleco01.html	2.0
187	Ron Hextall	hextaro01	1987	1999	G	https://www.hockey-reference.com/players/h/hextaro01.html	0.0
188	Adin Hill	hillad01	2018	2020	G	https://www.hockey-reference.com/players/h/hillad01.html	0.0
189	Jonas Hiller	hillejo01	2008	2016	G	https://www.hockey-reference.com/players/h/hillejo01.html	21.0
190	Corey Hirsch	hirscco01	1993	2003	G	https://www.hockey-reference.com/players/h/hirscco01.html	0.0
191	Milan Hnilicka	hnilimi01	2000	2004	G	https://www.hockey-reference.com/players/h/hnilimi01.html	3.0
192	Kevin Hodson	hodsoke01	1996	2003	G	https://www.hockey-reference.com/players/h/hodsoke01.html	3.0
193	Bruce Hoffort	hoffobr01	1990	1991	G	https://www.hockey-reference.com/players/h/hoffobr01.html	0.0
194	Marcus Hogberg	hogbema01	2019	2020	G	https://www.hockey-reference.com/players/h/hogbema01.html	2.0
195	Johan Holmqvist	holmqjo01	2001	2008	G	https://www.hockey-reference.com/players/h/holmqjo01.html	2.0
196	Chris Holt	holtch01	2006	2009	G	https://www.hockey-reference.com/players/h/holtch01.html	0.0
197	Braden Holtby	holtbbr01	2011	2020	G	https://www.hockey-reference.com/players/h/holtbbr01.html	5.0
198	Martin Houle	houlema01	2007	2007	G	https://www.hockey-reference.com/players/h/houlema01.html	0.0
199	Jimmy Howard	howarja02	2006	2020	G	https://www.hockey-reference.com/players/h/howarja02.html	44.0
200	Jim Hrivnak	hrivnji01	1990	1994	G	https://www.hockey-reference.com/players/h/hrivnji01.html	0.0
201	Kelly Hrudey	hrudeke01	1984	1998	G	https://www.hockey-reference.com/players/h/hrudeke01.html	0.0
202	Cristobal Huet	huetcr01	2003	2010	G	https://www.hockey-reference.com/players/h/huetcr01.html	13.0
203	Shawn Hunwick	hunwish01	2012	2012	G	https://www.hockey-reference.com/players/h/hunwish01.html	0.0
204	Jani Hurme	hurmeja01	2000	2003	G	https://www.hockey-reference.com/players/h/hurmeja01.html	5.0
205	Michael Hutchinson	hutchmi01	2014	2020	G	https://www.hockey-reference.com/players/h/hutchmi01.html	5.0
206	Carter Hutton	huttoca01	2013	2020	G	https://www.hockey-reference.com/players/h/huttoca01.html	10.0
207	Peter Ing	ingpe01	1990	1994	G	https://www.hockey-reference.com/players/i/ingpe01.html	0.0
208	Arturs Irbe	irbear01	1992	2004	G	https://www.hockey-reference.com/players/i/irbear01.html	0.0
209	Leland Irving	irvinle01	2012	2013	G	https://www.hockey-reference.com/players/i/irvinle01.html	0.0
210	Pat Jablonski	jablopa01	1990	1998	G	https://www.hockey-reference.com/players/j/jablopa01.html	0.0
211	Pauli Jaks	jakspa01	1995	1995	G	https://www.hockey-reference.com/players/j/jakspa01.html	0.0
212	Tristan Jarry	jarrytr01	2017	2020	G	https://www.hockey-reference.com/players/j/jarrytr01.html	3.0
213	Jonas Johansson	johanjo03	2020	2020	G	https://www.hockey-reference.com/players/j/johanjo03.html	0.0
214	Brent Johnson	johnsbr02	1999	2012	G	https://www.hockey-reference.com/players/j/johnsbr02.html	22.0
215	Chad Johnson	johnsch02	2010	2019	G	https://www.hockey-reference.com/players/j/johnsch02.html	7.0
216	Martin Jones	jonesma02	2014	2020	G	https://www.hockey-reference.com/players/j/jonesma02.html	7.0
217	Curtis Joseph	josepcu01	1990	2009	G	https://www.hockey-reference.com/players/j/josepcu01.html	2.0
218	Kaapo Kahkonen	kahkoka01	2020	2020	G	https://www.hockey-reference.com/players/k/kahkoka01.html	0.0
219	Henrik Karlsson	karlshe01	2011	2012	G	https://www.hockey-reference.com/players/k/karlshe01.html	3.0
220	Jason Kasdorf	kasdoja01	2016	2016	G	https://www.hockey-reference.com/players/k/kasdoja01.html	2.0
221	Kasimir Kaskisuo	kaskika01	2020	2020	G	https://www.hockey-reference.com/players/k/kaskika01.html	0.0
222	Matt Keetley	keetlma01	2008	2008	G	https://www.hockey-reference.com/players/k/keetlma01.html	0.0
223	Nikolai Khabibulin	khabini01	1995	2014	G	https://www.hockey-reference.com/players/k/khabini01.html	32.0
224	Anton Khudobin	khudoan01	2010	2020	G	https://www.hockey-reference.com/players/k/khudoan01.html	9.0
225	Trevor Kidd	kiddtr01	1992	2004	G	https://www.hockey-reference.com/players/k/kiddtr01.html	1.0
226	Scott King	kingsc01	1991	1992	G	https://www.hockey-reference.com/players/k/kingsc01.html	0.0
227	Keith Kinkaid	kinkake01	2013	2020	G	https://www.hockey-reference.com/players/k/kinkake01.html	6.0
228	Miikka Kiprusoff	kiprumi01	2001	2013	G	https://www.hockey-reference.com/players/k/kiprumi01.html	7.0
229	Matiss Kivlenieks	kivlema01	2020	2020	G	https://www.hockey-reference.com/players/k/kivlema01.html	0.0
230	Connor Knapp	knappco01	2014	2014	G	https://www.hockey-reference.com/players/k/knappco01.html	0.0
231	Rick Knickle	knickri01	1993	1994	G	https://www.hockey-reference.com/players/k/knickri01.html	0.0
232	Dieter Kochan	kochadi01	2000	2003	G	https://www.hockey-reference.com/players/k/kochadi01.html	0.0
233	Vitali Kolesnik	kolesvi01	2006	2006	G	https://www.hockey-reference.com/players/k/kolesvi01.html	0.0
234	Olaf Kolzig	kolziol01	1990	2009	G	https://www.hockey-reference.com/players/k/kolziol01.html	12.0
235	Evgeny Konstantinov	konstev01	2001	2003	G	https://www.hockey-reference.com/players/k/konstev01.html	0.0
236	Joonas Korpisalo	korpijo01	2016	2020	G	https://www.hockey-reference.com/players/k/korpijo01.html	6.0
237	Mikko Koskinen	koskimi01	2011	2020	G	https://www.hockey-reference.com/players/k/koskimi01.html	0.0
238	Brent Krahn	krahnbr01	2009	2009	G	https://www.hockey-reference.com/players/k/krahnbr01.html	4.0
239	Darcy Kuemper	kuempda01	2013	2020	G	https://www.hockey-reference.com/players/k/kuempda01.html	26.0
240	Les Kuntar	kuntale01	1994	1994	G	https://www.hockey-reference.com/players/k/kuntale01.html	0.0
241	Jason LaBarbera	labarja01	2001	2015	G	https://www.hockey-reference.com/players/l/labarja01.html	7.0
242	Jean-Francois Labbe	labbeje01	2000	2003	G	https://www.hockey-reference.com/players/l/labbeje01.html	0.0
243	Patrick Labrecque	labrepa01	1996	1996	G	https://www.hockey-reference.com/players/l/labrepa01.html	0.0
244	Blaine Lacher	lachebl01	1995	1996	G	https://www.hockey-reference.com/players/l/lachebl01.html	0.0
245	Eddie Lack	lacked01	2014	2018	G	https://www.hockey-reference.com/players/l/lacked01.html	7.0
246	Dan LaCosta	lacosda01	2008	2009	G	https://www.hockey-reference.com/players/l/lacosda01.html	0.0
247	Mark LaForest	laforma01	1986	1994	G	https://www.hockey-reference.com/players/l/laforma01.html	0.0
248	Maxime Lagace	lagacma01	2018	2019	G	https://www.hockey-reference.com/players/l/lagacma01.html	0.0
249	Simon Lajeunesse	lajeusi01	2002	2002	G	https://www.hockey-reference.com/players/l/lajeusi01.html	0.0
250	Patrick Lalime	lalimpa01	1997	2011	G	https://www.hockey-reference.com/players/l/lalimpa01.html	14.0
251	Marc Lamothe	lamotma01	2000	2004	G	https://www.hockey-reference.com/players/l/lamotma01.html	0.0
252	Marek Langhamer	langhma01	2017	2018	G	https://www.hockey-reference.com/players/l/langhma01.html	0.0
253	Scott Langkow	langksc01	1996	2000	G	https://www.hockey-reference.com/players/l/langksc01.html	0.0
254	Michel Larocque	larocmi02	2001	2001	G	https://www.hockey-reference.com/players/l/larocmi02.html	0.0
255	Jan Lasak	lasakja01	2002	2003	G	https://www.hockey-reference.com/players/l/lasakja01.html	0.0
256	Nathan Lawson	lawsona01	2011	2014	G	https://www.hockey-reference.com/players/l/lawsona01.html	6.0
257	Ray LeBlanc	leblara01	1992	1992	G	https://www.hockey-reference.com/players/l/leblara01.html	0.0
258	Pascal Leclaire	leclapa01	2004	2011	G	https://www.hockey-reference.com/players/l/leclapa01.html	36.0
259	Manny Legace	legacma01	1999	2010	G	https://www.hockey-reference.com/players/l/legacma01.html	19.0
