	index	player	unique_id	year_start	year_finish	position	link
31	54	John Albert	alberjo01	2014	2014	F	https://www.hockey-reference.com/players/a/alberjo01.html
32	55	Andrew Alberts	alberan01	2006	2014	D	https://www.hockey-reference.com/players/a/alberan01.html
33	58	Keith Aldridge	aldrike01	2000	2000	D	https://www.hockey-reference.com/players/a/aldrike01.html
34	61	Nikita Alexeev	alexeni01	2002	2007	F	https://www.hockey-reference.com/players/a/alexeni01.html
35	62	Daniel Alfredsson	alfreda01	1996	2014	F	https://www.hockey-reference.com/players/a/alfreda01.html
36	63	Akim Aliu	aliuak01	2012	2013	F	https://www.hockey-reference.com/players/a/aliuak01.html
37	65	Bobby Allen	allenbo01	2003	2008	D	https://www.hockey-reference.com/players/a/allenbo01.html
38	66	Bryan Allen	allenbr01	2001	2015	D	https://www.hockey-reference.com/players/a/allenbr01.html
39	67	Chris Allen	allench01	1998	1999	D	https://www.hockey-reference.com/players/a/allench01.html
40	68	Conor Allen	allenco01	2014	2015	D	https://www.hockey-reference.com/players/a/allenco01.html
41	70	Jake Allen	allenja01	2013	2020	G	https://www.hockey-reference.com/players/a/allenja01.html
42	72	Peter Allen	allenpe01	1996	1996	D	https://www.hockey-reference.com/players/a/allenpe01.html
43	76	Jamie Allison	allisja01	1995	2006	D	https://www.hockey-reference.com/players/a/allisja01.html
44	77	Jason Allison	allisja02	1994	2006	F	https://www.hockey-reference.com/players/a/allisja02.html
45	78	Mike Allison	allismi01	1981	1990	F	https://www.hockey-reference.com/players/a/allismi01.html
46	82	Cody Almond	almonco01	2010	2012	F	https://www.hockey-reference.com/players/a/almonco01.html
47	83	Adam Almqvist	almqvad01	2014	2014	D	https://www.hockey-reference.com/players/a/almqvad01.html
48	84	Mark Alt	altma01	2015	2019	D	https://www.hockey-reference.com/players/a/altma01.html
49	85	Jorge Alves	alvesjo01	2017	2017	G	https://www.hockey-reference.com/players/a/alvesjo01.html
50	86	Karl Alzner	alzneka01	2009	2020	D	https://www.hockey-reference.com/players/a/alzneka01.html
51	88	Michael Amadio	amadimi01	2018	2020	F	https://www.hockey-reference.com/players/a/amadimi01.html
52	89	Peter Ambroziak	ambrope01	1995	1995	F	https://www.hockey-reference.com/players/a/ambrope01.html
53	91	Tony Amonte	amontto01	1992	2007	F	https://www.hockey-reference.com/players/a/amontto01.html
54	92	Frederik Andersen	anderfr01	2014	2020	G	https://www.hockey-reference.com/players/a/anderfr01.html
55	93	Craig Anderson	andercr01	2003	2020	G	https://www.hockey-reference.com/players/a/andercr01.html
56	96	Glenn Anderson	andergl01	1981	1996	F	https://www.hockey-reference.com/players/a/andergl01.html
57	98	Joey Anderson	anderjo08	2019	2020	F	https://www.hockey-reference.com/players/a/anderjo08.html
58	100	Josh Anderson	anderjo05	2015	2020	F	https://www.hockey-reference.com/players/a/anderjo05.html
59	102	Matt Anderson	anderma01	2013	2013	F	https://www.hockey-reference.com/players/a/anderma01.html
60	103	Michael Anderson	andermi02	2020	2020	D	https://www.hockey-reference.com/players/a/andermi02.html
61	105	Perry Anderson	anderpe01	1982	1992	F	https://www.hockey-reference.com/players/a/anderpe01.html
62	109	Shawn Anderson	andersh01	1987	1995	D	https://www.hockey-reference.com/players/a/andersh01.html
63	111	Jaret Anderson-Dolan	anderja01	2019	2020	F	https://www.hockey-reference.com/players/a/anderja01.html
64	112	Erik Andersson	anderer01	1998	1998	F	https://www.hockey-reference.com/players/a/anderer01.html
65	113	Joakim Andersson	anderjo03	2012	2016	F	https://www.hockey-reference.com/players/a/anderjo03.html
66	114	Jonas Andersson	anderjo02	2002	2011	F	https://www.hockey-reference.com/players/a/anderjo02.html
67	116	Lias Andersson	anderli01	2018	2020	F	https://www.hockey-reference.com/players/a/anderli01.html
68	117	Mikael Andersson	andermi01	1986	2000	F	https://www.hockey-reference.com/players/a/andermi01.html
69	118	Niklas Andersson	anderni01	1993	2001	F	https://www.hockey-reference.com/players/a/anderni01.html
70	120	Peter Andersson	anderpe03	1993	1994	D	https://www.hockey-reference.com/players/a/anderpe03.html
71	121	Rasmus Andersson	anderra01	2017	2020	D	https://www.hockey-reference.com/players/a/anderra01.html
72	123	Andy Andreoff	andrean01	2015	2020	F	https://www.hockey-reference.com/players/a/andrean01.html
73	125	Dave Andreychuk	andreda01	1983	2006	F	https://www.hockey-reference.com/players/a/andreda01.html
74	126	Alexander Andrievski	andrial01	1993	1993	F	https://www.hockey-reference.com/players/a/andrial01.html
75	127	Sven Andrighetto	andrisv01	2015	2019	F	https://www.hockey-reference.com/players/a/andrisv01.html
76	129	Greg Andrusak	andrugr01	1994	2000	D	https://www.hockey-reference.com/players/a/andrugr01.html
77	130	Mike Angelidis	angelmi01	2012	2016	F	https://www.hockey-reference.com/players/a/angelmi01.html
78	131	Anthony Angello	angelan01	2020	2020	F	https://www.hockey-reference.com/players/a/angelan01.html
79	132	Mel Angelstad	angelme01	2004	2004	F	https://www.hockey-reference.com/players/a/angelme01.html
80	135	Artem Anisimov	anisiar01	2009	2020	F	https://www.hockey-reference.com/players/a/anisiar01.html
81	137	Victor Antipin	antipvi01	2018	2018	D	https://www.hockey-reference.com/players/a/antipvi01.html
82	139	Shawn Antoski	antossh01	1991	1998	F	https://www.hockey-reference.com/players/a/antossh01.html
83	140	Nik Antropov	antroni01	2000	2013	F	https://www.hockey-reference.com/players/a/antroni01.html
84	141	Ken Appleby	appleke01	2018	2018	G	https://www.hockey-reference.com/players/a/appleke01.html
85	142	Mason Appleton	applema01	2019	2020	F	https://www.hockey-reference.com/players/a/applema01.html
86	151	Darren Archibald	archida02	2014	2019	F	https://www.hockey-reference.com/players/a/archida02.html
87	152	Dave Archibald	archida01	1988	1997	F	https://www.hockey-reference.com/players/a/archida01.html
88	154	Josh Archibald	archijo01	2016	2020	F	https://www.hockey-reference.com/players/a/archijo01.html
89	155	Mark Arcobello	arcobma01	2013	2016	F	https://www.hockey-reference.com/players/a/arcobma01.html
90	157	Denis Arkhipov	arkhide01	2001	2007	F	https://www.hockey-reference.com/players/a/arkhide01.html
91	158	Joel Armia	armiajo01	2015	2020	F	https://www.hockey-reference.com/players/a/armiajo01.html
92	159	Bill Armstrong	armstbi01	1991	1991	F	https://www.hockey-reference.com/players/a/armstbi01.html
93	161	Chris Armstrong	armstch01	2001	2004	D	https://www.hockey-reference.com/players/a/armstch01.html
94	162	Colby Armstrong	armstco01	2006	2013	F	https://www.hockey-reference.com/players/a/armstco01.html
95	163	Derek Armstrong	armstde01	1994	2010	F	https://www.hockey-reference.com/players/a/armstde01.html
96	167	Riley Armstrong	armstri01	2009	2009	F	https://www.hockey-reference.com/players/a/armstri01.html
97	170	Tyler Arnason	arnasty01	2002	2009	F	https://www.hockey-reference.com/players/a/arnasty01.html
98	171	Jamie Arniel	arnieja01	2011	2011	F	https://www.hockey-reference.com/players/a/arnieja01.html
99	172	Scott Arniel	arniesc01	1982	1992	F	https://www.hockey-reference.com/players/a/arniesc01.html
100	173	Bill Arnold	arnolbi01	2014	2014	F	https://www.hockey-reference.com/players/a/arnolbi01.html
101	174	Jason Arnott	arnotja01	1994	2012	F	https://www.hockey-reference.com/players/a/arnotja01.html
102	175	Dean Arsene	arsende01	2010	2010	D	https://www.hockey-reference.com/players/a/arsende01.html
103	177	Evgeny Artyukhin	artyuev01	2006	2010	F	https://www.hockey-reference.com/players/a/artyuev01.html
104	179	Magnus Arvedson	arvedma01	1998	2004	F	https://www.hockey-reference.com/players/a/arvedma01.html
105	180	Viktor Arvidsson	arvidvi01	2015	2020	F	https://www.hockey-reference.com/players/a/arvidvi01.html
106	181	Arron Asham	ashamar01	1999	2014	F	https://www.hockey-reference.com/players/a/ashamar01.html
107	184	Brent Ashton	ashtobr01	1980	1993	F	https://www.hockey-reference.com/players/a/ashtobr01.html
108	185	Carter Ashton	ashtoca01	2012	2015	F	https://www.hockey-reference.com/players/a/ashtoca01.html
109	187	Tom Askey	askeyto01	1998	1998	G	https://www.hockey-reference.com/players/a/askeyto01.html
110	189	Rasmus Asplund	asplura01	2020	2020	F	https://www.hockey-reference.com/players/a/asplura01.html
111	190	Kaspars Astashenko	astaska01	2000	2001	D	https://www.hockey-reference.com/players/a/astaska01.html
112	191	Mark Astley	astlema01	1994	1996	D	https://www.hockey-reference.com/players/a/astlema01.html
113	192	Zach Aston-Reese	astonza01	2018	2020	F	https://www.hockey-reference.com/players/a/astonza01.html
114	195	Blair Atcheynum	atchebl01	1993	2001	F	https://www.hockey-reference.com/players/a/atchebl01.html
115	196	Andreas Athanasiou	athanan01	2016	2020	F	https://www.hockey-reference.com/players/a/athanan01.html
116	197	Cam Atkinson	atkinca01	2012	2020	F	https://www.hockey-reference.com/players/a/atkinca01.html
117	201	Nicolas Aube-Kubel	aubekni01	2019	2020	F	https://www.hockey-reference.com/players/a/aubekni01.html
118	202	Jean-Sebastien Aubin	aubinje01	1999	2008	G	https://www.hockey-reference.com/players/a/aubinje01.html
119	204	Serge Aubin	aubinse01	1999	2006	F	https://www.hockey-reference.com/players/a/aubinse01.html
120	207	Adrian Aucoin	aucoiad01	1995	2013	D	https://www.hockey-reference.com/players/a/aucoiad01.html
121	208	Keith Aucoin	aucoike01	2006	2014	F	https://www.hockey-reference.com/players/a/aucoike01.html
122	209	Philippe Audet	audetph01	1999	1999	F	https://www.hockey-reference.com/players/a/audetph01.html
123	210	Donald Audette	audetdo01	1991	2004	F	https://www.hockey-reference.com/players/a/audetdo01.html
124	212	Justin Auger	augerju01	2018	2018	F	https://www.hockey-reference.com/players/a/augerju01.html
125	213	Patrik Augusta	auguspa01	1994	1999	F	https://www.hockey-reference.com/players/a/auguspa01.html
126	214	Alex Auld	auldal01	2002	2012	G	https://www.hockey-reference.com/players/a/auldal01.html
127	215	Keith Aulie	aulieke01	2011	2015	D	https://www.hockey-reference.com/players/a/aulieke01.html
128	216	Jared Aulin	aulinja01	2003	2003	F	https://www.hockey-reference.com/players/a/aulinja01.html
129	218	Brady Austin	austibr01	2017	2017	D	https://www.hockey-reference.com/players/a/austibr01.html
130	219	Yohann Auvitu	auvityo01	2017	2018	D	https://www.hockey-reference.com/players/a/auvityo01.html
131	220	Sean Avery	averyse01	2002	2012	F	https://www.hockey-reference.com/players/a/averyse01.html
132	222	P.J. Axelsson	axelspj01	1998	2009	F	https://www.hockey-reference.com/players/a/axelspj01.html
133	223	David Ayres	ayresda01	2020	2020	G	https://www.hockey-reference.com/players/a/ayresda01.html
134	226	Anton Babchuk	babchan01	2004	2013	D	https://www.hockey-reference.com/players/b/babchan01.html
135	227	Bobby Babcock	babcobo01	1991	1993	D	https://www.hockey-reference.com/players/b/babcobo01.html
136	228	Warren Babe	babewa01	1988	1991	F	https://www.hockey-reference.com/players/b/babewa01.html
137	229	Yuri Babenko	babenyu01	2001	2001	F	https://www.hockey-reference.com/players/b/babenyu01.html
138	232	Dave Babych	babycda01	1981	1999	D	https://www.hockey-reference.com/players/b/babycda01.html
139	234	Jergus Baca	bacaje01	1991	1992	D	https://www.hockey-reference.com/players/b/bacaje01.html
140	235	Jason Bacashihua	bacasja01	2006	2007	G	https://www.hockey-reference.com/players/b/bacasja01.html
141	236	Ryan Bach	bachry01	1999	1999	G	https://www.hockey-reference.com/players/b/bachry01.html
142	237	Richard Bachman	bachmri01	2011	2019	G	https://www.hockey-reference.com/players/b/bachmri01.html
143	238	David Backes	backeda01	2007	2020	F	https://www.hockey-reference.com/players/b/backeda01.html
144	239	Johan Backlund	backljo01	2010	2010	G	https://www.hockey-reference.com/players/b/backljo01.html
145	240	Mikael Backlund	backlmi01	2009	2020	F	https://www.hockey-reference.com/players/b/backlmi01.html
146	241	Christian Backman	backmch01	2003	2009	D	https://www.hockey-reference.com/players/b/backmch01.html
147	244	Nicklas Backstrom	backsni02	2008	2020	F	https://www.hockey-reference.com/players/b/backsni02.html
148	245	Niklas Backstrom	backsni01	2007	2016	G	https://www.hockey-reference.com/players/b/backsni01.html
149	247	Sven Baertschi	baertsv01	2012	2020	F	https://www.hockey-reference.com/players/b/baertsv01.html
150	248	Drew Bagnall	bagnadr01	2011	2011	D	https://www.hockey-reference.com/players/b/bagnadr01.html
151	252	Casey Bailey	baileca01	2015	2017	F	https://www.hockey-reference.com/players/b/baileca01.html
152	253	Josh Bailey	bailejo01	2009	2020	F	https://www.hockey-reference.com/players/b/bailejo01.html
153	254	Justin Bailey	baileju01	2016	2020	F	https://www.hockey-reference.com/players/b/baileju01.html
154	256	Scott Bailey	bailesc01	1996	1997	G	https://www.hockey-reference.com/players/b/bailesc01.html
155	260	Jamie Baker	bakerja01	1990	1999	F	https://www.hockey-reference.com/players/b/bakerja01.html
156	263	Chris Bala	balach01	2002	2002	F	https://www.hockey-reference.com/players/b/balach01.html
157	264	Jaroslav Balastik	balasja01	2006	2007	F	https://www.hockey-reference.com/players/b/balasja01.html
158	265	Rudolfs Balcers	balceru01	2019	2020	F	https://www.hockey-reference.com/players/b/balceru01.html
159	266	Helmut Balderis	baldehe01	1990	1990	F	https://www.hockey-reference.com/players/b/baldehe01.html
160	268	Jozef Balej	balejjo01	2004	2006	F	https://www.hockey-reference.com/players/b/balejjo01.html
161	269	Mike Bales	balesmi01	1993	1997	G	https://www.hockey-reference.com/players/b/balesmi01.html
162	272	Chase Balisy	balisch01	2018	2018	F	https://www.hockey-reference.com/players/b/balisch01.html
163	274	Keith Ballard	ballake01	2006	2015	D	https://www.hockey-reference.com/players/b/ballake01.html
164	275	Maxim Balmochnykh	balmoma01	2000	2000	F	https://www.hockey-reference.com/players/b/balmoma01.html
165	279	Carter Bancks	banckca01	2013	2013	F	https://www.hockey-reference.com/players/b/banckca01.html
166	280	Steve Bancroft	bancrst01	1993	2002	D	https://www.hockey-reference.com/players/b/bancrst01.html
167	282	Daniel Bang	bangda01	2013	2013	F	https://www.hockey-reference.com/players/b/bangda01.html
168	283	Frank Banham	banhafr01	1997	2003	F	https://www.hockey-reference.com/players/b/banhafr01.html
169	284	Darren Banks	banksda01	1993	1994	F	https://www.hockey-reference.com/players/b/banksda01.html
170	286	Drew Bannister	bannidr01	1996	2002	D	https://www.hockey-reference.com/players/b/bannidr01.html
171	287	Nicholas Baptiste	baptini01	2017	2018	F	https://www.hockey-reference.com/players/b/baptini01.html
172	288	Ralph Barahona	barahra01	1991	1992	F	https://www.hockey-reference.com/players/b/barahra01.html
173	289	Ivan Baranka	baraniv01	2008	2008	D	https://www.hockey-reference.com/players/b/baraniv01.html
174	290	Ivan Barbashev	barbaiv01	2017	2020	F	https://www.hockey-reference.com/players/b/barbaiv01.html
175	293	Don Barber	barbedo01	1989	1992	F	https://www.hockey-reference.com/players/b/barbedo01.html
176	294	Riley Barber	barberi01	2017	2020	F	https://www.hockey-reference.com/players/b/barberi01.html
177	295	Mark Barberio	barbema01	2013	2020	D	https://www.hockey-reference.com/players/b/barbema01.html
178	296	Krys Barch	barchkr01	2007	2014	F	https://www.hockey-reference.com/players/b/barchkr01.html
179	297	Cole Bardreau	bardrco01	2020	2020	F	https://www.hockey-reference.com/players/b/bardrco01.html
180	299	Michal Barinka	barinmi01	2004	2006	D	https://www.hockey-reference.com/players/b/barinmi01.html
181	300	Cam Barker	barkeca01	2006	2013	D	https://www.hockey-reference.com/players/b/barkeca01.html
182	302	Aleksander Barkov	barkoal01	2014	2020	F	https://www.hockey-reference.com/players/b/barkoal01.html
183	304	Matthew Barnaby	barnama01	1993	2007	F	https://www.hockey-reference.com/players/b/barnama01.html
184	307	Ryan Barnes	barnery01	2004	2004	F	https://www.hockey-reference.com/players/b/barnery01.html
185	308	Stu Barnes	barnest01	1992	2008	F	https://www.hockey-reference.com/players/b/barnest01.html
186	309	Scott Barney	barnesc01	2003	2006	F	https://www.hockey-reference.com/players/b/barnesc01.html
187	311	Murray Baron	baronmu01	1990	2004	D	https://www.hockey-reference.com/players/b/baronmu01.html
188	313	Dave Barr	barrda01	1982	1994	F	https://www.hockey-reference.com/players/b/barrda01.html
189	314	Tom Barrasso	barrato01	1984	2003	G	https://www.hockey-reference.com/players/b/barrato01.html
190	315	Doug Barrault	barrado01	1993	1994	F	https://www.hockey-reference.com/players/b/barrado01.html
191	319	Len Barrie	barrile01	1990	2001	F	https://www.hockey-reference.com/players/b/barrile01.html
192	320	Tyson Barrie	barrity01	2012	2020	D	https://www.hockey-reference.com/players/b/barrity01.html
193	324	Lubos Bartecko	bartelu01	1999	2003	F	https://www.hockey-reference.com/players/b/bartelu01.html
194	326	Matt Bartkowski	bartkma01	2011	2019	D	https://www.hockey-reference.com/players/b/bartkma01.html
195	328	Victor Bartley	bartlvi01	2013	2016	D	https://www.hockey-reference.com/players/b/bartlvi01.html
196	330	Peter Bartos	bartope01	2001	2001	F	https://www.hockey-reference.com/players/b/bartope01.html
197	331	Milan Bartovic	bartomi01	2003	2006	F	https://www.hockey-reference.com/players/b/bartomi01.html
198	332	Oskars Bartulis	bartuos01	2010	2011	D	https://www.hockey-reference.com/players/b/bartuos01.html
199	333	Mathew Barzal	barzama01	2017	2020	F	https://www.hockey-reference.com/players/b/barzama01.html
200	334	Andrei Bashkirov	bashkan01	1999	2001	F	https://www.hockey-reference.com/players/b/bashkan01.html
201	335	Cody Bass	bassco01	2008	2017	F	https://www.hockey-reference.com/players/b/bassco01.html
202	336	Bob Bassen	bassebo01	1986	2000	F	https://www.hockey-reference.com/players/b/bassebo01.html
203	338	Ryan Bast	bastry01	1999	1999	D	https://www.hockey-reference.com/players/b/bastry01.html
204	339	Nathan Bastian	bastina01	2019	2019	F	https://www.hockey-reference.com/players/b/bastina01.html
205	341	Shawn Bates	batessh01	1998	2008	F	https://www.hockey-reference.com/players/b/batessh01.html
206	343	Drake Batherson	bathedr01	2019	2020	F	https://www.hockey-reference.com/players/b/bathedr01.html
207	346	Bates Battaglia	battaba01	1998	2008	F	https://www.hockey-reference.com/players/b/battaba01.html
208	347	Jeff Batters	batteje01	1994	1995	D	https://www.hockey-reference.com/players/b/batteje01.html
209	348	Ruslan Batyrshin	batyrru01	1996	1996	D	https://www.hockey-reference.com/players/b/batyrru01.html
210	351	Ken Baumgartner	baumgke01	1988	1999	F	https://www.hockey-reference.com/players/b/baumgke01.html
211	353	Nolan Baumgartner	baumgno01	1996	2010	D	https://www.hockey-reference.com/players/b/baumgno01.html
212	355	Kyle Baun	baunky01	2015	2016	F	https://www.hockey-reference.com/players/b/baunky01.html
213	356	Sergei Bautin	bautise01	1993	1996	D	https://www.hockey-reference.com/players/b/bautise01.html
214	357	Robin Bawa	bawaro01	1990	1994	F	https://www.hockey-reference.com/players/b/bawaro01.html
215	359	Ryan Bayda	baydary01	2003	2009	F	https://www.hockey-reference.com/players/b/baydary01.html
216	360	Gavin Bayreuther	bayrega01	2019	2019	D	https://www.hockey-reference.com/players/b/bayrega01.html
217	362	Jay Beagle	beaglja01	2009	2020	F	https://www.hockey-reference.com/players/b/beaglja01.html
218	363	Jake Bean	beanja01	2019	2019	D	https://www.hockey-reference.com/players/b/beanja01.html
219	364	Ethan Bear	bearet01	2018	2020	D	https://www.hockey-reference.com/players/b/bearet01.html
220	367	Francois Beauchemin	beaucfr01	2003	2018	D	https://www.hockey-reference.com/players/b/beaucfr01.html
221	368	J.C. Beaudin	beaudje01	2020	2020	F	https://www.hockey-reference.com/players/b/beaudje01.html
222	369	Nicolas Beaudin	beaudni01	2020	2020	D	https://www.hockey-reference.com/players/b/beaudni01.html
223	371	Eric Beaudoin	beauder01	2002	2004	F	https://www.hockey-reference.com/players/b/beauder01.html
224	374	Mark Beaufait	beaufma01	1993	1993	F	https://www.hockey-reference.com/players/b/beaufma01.html
225	375	Nathan Beaulieu	beaulna01	2013	2020	D	https://www.hockey-reference.com/players/b/beaulna01.html
226	376	Don Beaupre	beaupdo01	1981	1997	G	https://www.hockey-reference.com/players/b/beaupdo01.html
227	377	Stephane Beauregard	beaurst01	1990	1994	G	https://www.hockey-reference.com/players/b/beaurst01.html
228	378	Anthony Beauvillier	beauvan01	2017	2020	F	https://www.hockey-reference.com/players/b/beauvan01.html
229	379	Barry Beck	beckba01	1978	1990	D	https://www.hockey-reference.com/players/b/beckba01.html
230	380	Taylor Beck	beckta01	2013	2017	F	https://www.hockey-reference.com/players/b/beckta01.html
231	382	Chris Beckford-Tseu	beckfch01	2008	2008	G	https://www.hockey-reference.com/players/b/beckfch01.html
232	385	Clayton Beddoes	beddocl01	1996	1997	F	https://www.hockey-reference.com/players/b/beddocl01.html
233	386	Jaroslav Bednar	bednaja01	2002	2004	F	https://www.hockey-reference.com/players/b/bednaja01.html
234	388	Kris Beech	beechkr01	2001	2008	F	https://www.hockey-reference.com/players/b/beechkr01.html
235	389	Bob Beers	beersbo01	1990	1997	D	https://www.hockey-reference.com/players/b/beersbo01.html
236	391	Steve Begin	beginst01	1998	2013	F	https://www.hockey-reference.com/players/b/beginst01.html
237	395	Derek Bekar	bekarde01	2000	2004	F	https://www.hockey-reference.com/players/b/bekarde01.html
238	396	Wade Belak	belakwa01	1997	2011	F	https://www.hockey-reference.com/players/b/belakwa01.html
239	398	Eric Belanger	belaner01	2001	2013	F	https://www.hockey-reference.com/players/b/belaner01.html
240	399	Francis Belanger	belanfr01	2001	2001	F	https://www.hockey-reference.com/players/b/belanfr01.html
241	400	Jesse Belanger	belanje01	1992	2001	F	https://www.hockey-reference.com/players/b/belanje01.html
242	401	Ken Belanger	belanke01	1995	2006	F	https://www.hockey-reference.com/players/b/belanke01.html
243	404	Matt Beleskey	belesma01	2009	2019	F	https://www.hockey-reference.com/players/b/belesma01.html
244	405	Ed Belfour	belfoed01	1989	2007	G	https://www.hockey-reference.com/players/b/belfoed01.html
245	410	Brendan Bell	bellbr02	2006	2012	D	https://www.hockey-reference.com/players/b/bellbr02.html
246	411	Bruce Bell	bellbr01	1985	1990	D	https://www.hockey-reference.com/players/b/bellbr01.html
247	415	Mark Bell	bellma01	2001	2012	F	https://www.hockey-reference.com/players/b/bellma01.html
248	417	Shawn Belle	bellesh01	2007	2011	D	https://www.hockey-reference.com/players/b/bellesh01.html
249	418	Blake Bellefeuille	bellebl01	2002	2003	F	https://www.hockey-reference.com/players/b/bellebl01.html
250	420	Pierre-Edouard Bellemare	bellepi01	2015	2020	F	https://www.hockey-reference.com/players/b/bellepi01.html
251	422	Brett Bellemore	bellebr01	2013	2015	D	https://www.hockey-reference.com/players/b/bellebr01.html
252	423	Brian Bellows	bellobr01	1983	1999	F	https://www.hockey-reference.com/players/b/bellobr01.html
253	424	Kieffer Bellows	belloki01	2020	2020	F	https://www.hockey-reference.com/players/b/belloki01.html
254	425	Anton Belov	belovan01	2014	2014	D	https://www.hockey-reference.com/players/b/belovan01.html
255	426	Louis Belpedio	belpelo01	2018	2019	D	https://www.hockey-reference.com/players/b/belpelo01.html
256	427	Emil Bemstrom	bemstem01	2020	2020	F	https://www.hockey-reference.com/players/b/bemstem01.html
257	429	Jan Benda	bendaja01	1998	1998	F	https://www.hockey-reference.com/players/b/bendaja01.html
258	431	Jamie Benn	bennja01	2010	2020	F	https://www.hockey-reference.com/players/b/bennja01.html
259	432	Jordie Benn	bennjo01	2012	2020	D	https://www.hockey-reference.com/players/b/bennjo01.html
260	433	Adam Bennett	bennead01	1992	1994	D	https://www.hockey-reference.com/players/b/bennead01.html
261	434	Beau Bennett	bennebe01	2013	2018	F	https://www.hockey-reference.com/players/b/bennebe01.html
262	441	Rick Bennett	benneri01	1990	1992	F	https://www.hockey-reference.com/players/b/benneri01.html
263	442	Sam Bennett	bennesa01	2015	2020	F	https://www.hockey-reference.com/players/b/bennesa01.html
264	443	Brian Benning	bennibr01	1985	1995	D	https://www.hockey-reference.com/players/b/bennibr01.html
265	444	Jim Benning	benniji01	1982	1990	D	https://www.hockey-reference.com/players/b/benniji01.html
266	445	Matt Benning	bennima01	2017	2020	D	https://www.hockey-reference.com/players/b/bennima01.html
267	446	Andre Benoit	benoian01	2011	2016	D	https://www.hockey-reference.com/players/b/benoian01.html
268	450	Tyler Benson	bensoty01	2020	2020	F	https://www.hockey-reference.com/players/b/bensoty01.html
269	451	Sean Bentivoglio	bentise01	2009	2009	F	https://www.hockey-reference.com/players/b/bentise01.html
270	455	Ladislav Benysek	benysla01	1998	2003	D	https://www.hockey-reference.com/players/b/benysla01.html
271	457	Josef Beranek	beranjo01	1992	2001	F	https://www.hockey-reference.com/players/b/beranjo01.html
272	458	Bryan Berard	berarbr01	1997	2008	D	https://www.hockey-reference.com/players/b/berarbr01.html
273	459	Drake Berehowsky	berehdr01	1991	2004	D	https://www.hockey-reference.com/players/b/berehdr01.html
